QID,Brand,Model,Question,Dialogue,Report,,,,,,,
Q35963,起亚,起亚K3,起亚k3手动挡行驶过程中离合踏板越踩越重，刚换过离合总泵，可是没用，4s店检查试驾时又没出现这个问题，后续又出现，到底该怎么办？,技师说：您好！不好意思我现在正在开车，过几分钟回复您好吗？|车主说：嗯|技师说：你好，不好意思，久等了|技师说：换了离合器总泵之后，还是一样的现象吗？|技师说：车多少公里了|技师说：大概行驶多长时间之后，离合器就会变得很重|车主说：不好意思刚才出门有事刚回来|车主说：换了是一样|车主说：车子5万公里|车主说：这种情况在8月份出现的，不经常开，一周也就开个两次|车主说：高速没遇到过，刚开始以为是离合片的问题，但是车子提速之类的比较正常|技师说：这有可能是压盘的问题|技师说：我们也遇到过您说的情况，换过压盘就好了|技师说：您与4s店让师傅在试试，故障出现时|技师说：申请一个索赔|技师说：离合器三件套换了|车主说：百度上说有可能与刹车真空泵或气管有关，会吗？|车主说：[图片]|车主说：我的车和百度上描述的问题一样|技师说：他这个网上的事不一样，他网上说的虽然说故障描述一样，但是他实际解答的说的是刹车系统问题，说的是换，真空助力泵。|技师说：您这个问题的话，还是只能做排除法，一般来说这种离合器重的可能性，离合器压盘，重点|技师说：你只换了离合器总泵吗？分泵有没有更换过？|技师说：这种话从简到繁的排除，就让师傅重新将离合器分泵也换了，换了之后还是不行的话，那你就抬变速箱，申请更换离合器三件套。,通过故障分析，可能是离合器压盘故障，在质保期可以做索赔的，将离合器三件套换了,,,,,,,
Q76658,北汽幻速,北汽幻速S6,大师你好：请问我的车安全气囊报警不能开吗。,技师说：[语音]|技师说：如果您听不到声音，我可以用文字向您解释。|车主说：[语音]|技师说：[语音],安全气囊报警车辆是可以继续开的。不会影响到安全性。,,,,,,,
Q3239,丰田,凯美瑞,零公里变速箱油ATF一Ⅲ适合凯美瑞吗,技师说：您的车辆是哪一年的？变速器带有油尺吗？|技师说：如果是2012年以后的车型，那么您的变速器应该是不适合，因为我记得2012年以后的车型他是不带有油尺的，他使用的变速器型号是ws的。从严格意义来说，不建议您使用这款变速器油。|技师说：这个变速器油应该是适用于带有变速器油尺的那款车型。也就是老款的车型。|车主说：09款的凯美瑞|技师说：09年的凯美瑞应该是可以使用的。|车主说：我不是用循环机换的变速箱油，技工师傅说没有问题，我心里没底，请问可以吗|技师说：用循环机换油，换的干净一点。这样相对来说会更好。如果需要用重力换油的话，那要经常更换，缩短更换的周期，比如说6万公里更换一次。如果长时间未更换，建议您选择循环机换油。|车主说：我怎么感觉换了后车子在空挡的状态下有些斗动|车主说：原来没有这个问题|技师说：不好意思，昨天晚上睡着了，感觉车子在空挡的状态下产生抖动，多数是由于发动机怠速过低的原因，跟这个变速器油应该是没有什么关系的。您可以清洗一下节气门体，试试效果如何？|车主说：您好！昨天不好意思那么晚还打扰你，还想请教你一下，这个油是17年3月出厂的，不知道过期了没有，可以使用吗？|技师说：17年3月份出厂，只要没有开封的话，那就没有问题的。|车主说：谢谢|车主说：有什么问题以后在请教你|技师说：您客气了，有问题我们再沟通交流。欢迎关注，将来有关于丰田车的问题，可以单独电话或者图文咨询。,这款变速器油适用于老款的车型，对于新款的车型是不适用的。,,,,,,,
Q9704,起亚,起亚K3,汽车启动不了 仪表盘显示小黄车中间带?? 喇叭不响 前大灯关闭不了 车钥匙可以解锁 不能锁车 无法接通全车电源,技师说：您好，你是车主还是技师？|技师说：维修过什么？|车主说：车主|技师说：之前维修过什么嘛，比如绑电？|车主说：没有维修过什么啊。正常保养|技师说：你这种情况是钥匙防盗启动了，钥匙防盗和汽车防盗模块变得六亲不认了，所以需要去4s店或者专业人员给你匹配一下钥匙|车主说：？？|车主说：[语音]|技师说：恩？|车主说：[语音]|技师说：关不了肯定亏电，有条件断开电瓶负极吗？需要十号的扳手|技师说：或者发来机舱盖。拔掉灯泡后面的插头|技师说：打开机舱盖|车主说：[语音]|车主说：[语音]|技师说：能打着吗|车主说：[语音]|技师说：你想解决问题的话，估计得拖车去4s了|技师说：离4s远吗|技师说：一键启动是不是加装的？|车主说：[语音]|车主说：[语音]|技师说：恩，这个问题，一般修理工解决不了的，最简单的是检查全车保险丝，都好的话得匹配防盗|车主说：[语音]|技师说：没关系，感谢对汽车大师的支持，尽量阻止电瓶放电吧，电瓶没电的话，你最好和4s店告知一下，不然明天来了，没电什么也做不了|车主说：[语音]|技师说：??|车主说：[语音]|技师说：恩，确实只有这样,防盗钥匙问题，只有等待拖车去4s店处理了,,,,,,,
Q39314,奔驰,奔驰S级,挂不到P档，只能熄火开车门才自动跳到P档！,技师说：[语音]|车主说：是的！|技师说：[语音]|车主说：其它都没问题|技师说：[语音]|车主说：熄火后开车门它才跳到P档|车主说：三天、|技师说：[语音]|技师说：[语音]|车主说：我是停车后挂N档熄火后它才跳P档|车主说：OK|技师说：[语音]|车主说：明白！谢谢！|技师说：[语音]|技师说：非常感谢您的打赏！谢谢！,你好，如果再有什么问题，我们随时联系。,,,,,,,
Q65979,五菱汽车,五菱之光,6376开钥匙油泵正常响，打马达油泵就不响了，也没有高压电，车上继电器全换成新的了，曲轴位置传感器也是新的，凸轮位置传感器也换了，找车拆了一个电脑版试了下不行，车上电瓶边里插头全看了一下没有需线，车是着的好好的自己灭了的,技师说：你好，电瓶边上的线没问题那？|技师说：有没有有绣腐蚀的，这个车这个插头爱犯毛病|车主说：没有全看，从开始发动机故障灯线虚了，接上了还不行|车主说：关键是一打马达油泵就没反应了|车主说：找了个点火开关也不知道好不好试了下，问题是一样的|技师说：其他线没事吗|车主说：我拿万用表都量了的，不虚|技师说：你看看电瓶边上的打铁线，有根细的|技师说：有可能是打铁不好|车主说：点火线圈，中间有根线一直常有点|车主说：曲轴的插头火线是4.几符|车主说：你觉得还会是哪有问题|技师说：你看一下搭铁线。|车主说：就主要看一下搭铁线吗|技师说：[语音]|车主说：你说会是点火开关吗|技师说：你拉车时仪表盘灯会灭吗|车主说：不会，一直打仪表不会闪|技师说：[语音]|车主说：我试啦，我就是看点火开关是不是坏了，直接短接马达，油泵也没反应|车主说：我还直接开钥匙溜车，油泵根本没反应|车主说：我本来想的曲轴传感器坏了油泵也会响，就换了一个，装上和旧的一样|车主说：电脑读了一下故障码，是系统电压低|技师说：有没有故障码|技师说：电瓶怎么样|车主说：系统电压低，和曲轴位置没信号|技师说：电压多少|车主说：我加了一块电瓶打了一下午了|车主说：我没量|车主说：就报了两个故障，曲轴位置的故障能清除了，系统电压低故障码消不了|技师说：我感觉你还是检查一下打铁线和电瓶边上插头|技师说：之前遇到过你这种情况最后就是插头线不好|车主说：你觉得还是电瓶旁边的插头有短接的吗|车主说：你以前遇到的也是打马达油泵不响，没有高压火吗|车主说：关键这车就那点东西，头都大了，呵呵，那我看看打铁，和插头吧，|技师说：我之前就是没油没活|技师说：好,这个是线路问题，重点看一下大线插头那里，看有没有接触不好的，，电瓶边上打铁线看一下，五菱车那个插头爱犯毛病,,,,,,,
Q34899,别克,英朗,别克英朗13宽、现在7.4万公里、6万多公里的时候跑高速就提听到呼隆呼隆响、很像2冲程摩托车那个声音、找了很多修车师傅都未查出原因、正式皮带也检查都正常、就查不出那个响声、有高手能解答吗？谢谢,技师说：正时皮带换过了吗？它有时看不出来换了就好了,这种声音一般都是正式皮带发出来了。如果你换过正时皮带，可能就是他响，不换也有可能响。,,,,,,,
Q15799,丰田,雷凌,师傅好！我的车是丰田雷凌1.6CVT的，发动机噪音大，去了4S店说是喷油嘴工作的声音是正常的，还有变速箱 10来速的时候有口哨声，4S也说是正常的工作声！真的是正常现象吗师傅？,技师说：[语音]|技师说：[语音]|车主说：[语音]|车主说：[语音]|车主说：[语音]|技师说：[语音],至于发动机的噪音，可以跟相同车型做个对比，应该属于正常，第二种情况，变速器发出的口哨声也属于正常。欢迎关注，将来有关于丰田车的问题，可以单独电话或者图文咨询。,,,,,,,
Q66177,大众,桑塔纳志俊,志俊1.8，热车刚着车怠速正常，一分钟后就升到1700转，转速840时怠速发抖，节气门已清洗，,技师说：你好，清洗后，做匹配了吗？？|车主说：做了|技师说：火花塞多久没换了？？,你好，既然节气门已经清洗过了，那么建议再检查一下火花塞和喷油嘴是否正常。,,,,,,,
Q63835,福特,福特F-150,猛禽动了一下原车档位前面四个开关，没有了倒车雷达和映像，还有没有了开关上面的四个黄色小灯，怎么回事，谢谢,技师说：你好，拆卸了嘛？|车主说：拆过了|技师说：如果拆卸之后出现的话，这个肯定是需要看一下开关上面的插头有没有插好，如果插头没有插好的话，肯定会这样的。|车主说：剪过两条线|车主说：插好了|技师说：剪了干什么的？|车主说：计划接灯来的|车主说：是不是烧了保险什么的|技师说：有可能的|技师说：你测量一下保险丝有没有烧的？|车主说：保险在什么地方|技师说：主驾驶下面看一下|车主说：可以留个手机号码吗，车现在不在了，明天咨询你可以吗|技师说：平台不让留个人联系方式|技师说：你是修理工？|车主说：对的|车主说：这可能是什么问题啊，明天我好检查|技师说：应该就是没有供电，保险丝最有可能|技师说：其次就是线路|车主说：保险丝在主驾驶下面？其他地方有没有，这车估计有个两三年了|技师说：我记得在主驾驶下面|技师说：室内的，一般在室内|车主说：线就剪了两条，按原来的颜色都接上了，剪的这两条挨在一起就有开关上的黄色小灯了|技师说：应该是缺电源|技师说：有一根没有电的！|车主说：保险？|技师说：最有可能|车主说：那根会影响到雷达和映像？|技师说：那得看是哪根线了|技师说：如果是保险烧了，有可能好几个不工作的|车主说：这四个开关有控制雷达和映像的？|技师说：不一定有控制的，但是电源有可能是走的同一个保险丝。|车主说：按道理线没有动，应该是烧保险哈，不会烧电脑板里的保险吧|技师说：应该不会的|车主说：好的，我明天看下吧，谢谢你哦，有问题明天再给你提问吧|技师说：好的|车主说：[图片]|技师说：你检查了吗？,这个很有可能是开关的线路有问题，建议您再好好检查一下线路。,,,,,,,
